,clientid,museum_id,museum_list,features
1308,iaurbedxtz,"['f03acb0d-bfe6-45f8-847c-d3fa96aabe1f', '1d9c7610-ab17-4f68-ae48-9cefefc32b20', '72ac8fe8-829b-4633-8e72-be04100017ed', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'cf018604-6faa-45c2-87ae-4953d1334cb4', 'aa54b14e-fe16-4424-9be9-ca9d8ef84fa7', '3bcb3ba4-1675-461b-880e-2676f8c7def9', 'fd1192ea-1815-431c-9ea6-da685c92d452', '20dd4b53-05a1-4fd1-9ff7-4d936ac4afee', '2c843151-3bfa-4329-8f32-5e969d913214']","['Museumstoomtram Hoorn-Medemblik', 'Continium discovery center', 'Koninklijk Eise Eisinga Planetarium', 'Belasting & Douane Museum', 'Museum Nederlandse Cavalerie', 'Van Gogh Museum', 'ABC Architectuurcentrum Haarlem', 'Haarlemmermeermuseum De Cruquius', 'Oorlogsmuseum Overloon', 'Marinemuseum']","['national speciality', 'military']"
1309,rjkuswvxio,"['8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', 'eba73114-b030-49d1-9108-e60ea8670b3a', '424e8423-e43b-48e8-ad19-821014020860', '890092e9-15a8-431f-ad8b-2e8c0b4a1377', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '1f85673a-ba18-4aaf-821a-baf56c7efea7']","['Nederlands Zilvermuseum', 'Limburgs Museum', 'Amsterdam Museum', 'Museum Het Schip', 'Comenius Museum', 'Museum Abdijkerk', 'Joods Historisch Museum', 'Rijksmuseum Amsterdam', 'Universiteitsmuseum Groningen', 'Hermitage Amsterdam']","['restaurant', 'exhibition']"
1310,sceyuvtnlp,"['54f9204e-e6fd-4ea3-a352-84484292b8ba', 'f13e960f-96aa-4a92-97d7-4047e7c837d9', '1a918684-33d5-485a-80b7-90a8086803ef', 'f9d5d350-4bab-499a-8f53-2af1f6f25601', 'ba678427-5609-42b1-91e2-fd5c845d42c6', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', 'd183dcdd-900b-4721-b8a0-c44912e8ce7f', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['PreHistorisch Dorp', 'Nationaal Bomenmuseum Gimborn', 'Buitenplaats Kasteel Wijlre', 'Trompenburg Tuinen & Arboretum', 'Historische Tuin Aalsmeer', 'Museumstoomtram Hoorn-Medemblik', 'Nederlands Openluchtmuseum', 'Slot Loevestein', 'Fruitteeltmuseum', 'De Hollandsche Manege']","['restaurant', 'gardens']"
1311,gucrsyjavz,"['9c4bddf8-9bef-46cb-a2ef-5f13ba85884f', '1a918684-33d5-485a-80b7-90a8086803ef', 'f9d5d350-4bab-499a-8f53-2af1f6f25601', 'ba678427-5609-42b1-91e2-fd5c845d42c6', 'f13e960f-96aa-4a92-97d7-4047e7c837d9', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['Nederlands Watermuseum', 'Buitenplaats Kasteel Wijlre', 'Trompenburg Tuinen & Arboretum', 'Historische Tuin Aalsmeer', 'Nationaal Bomenmuseum Gimborn', 'Botanische Tuinen Utrecht', 'Museumstoomtram Hoorn-Medemblik', 'Slot Loevestein', 'Nederlands Openluchtmuseum', 'De Hollandsche Manege']","['gardens', 'discovery anthropology']"
1312,doxywcvbhp,"['60dcdaf1-a16f-4a63-877b-1734d0e74d8d', 'fb5c119f-f4a1-411c-a943-f609fcb5f5f3', 'b95305d9-cc57-498c-8819-c1983713d181', 'd7f027c1-49fa-4fa8-a661-43598ed47263', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', '35fbec41-a299-4e7a-ae03-a063e4d4e5f7', 'cbebd2e6-4fd8-4bd8-a455-5310d4895828', '053014de-f18f-45e3-8dc6-c3f907646311', '1a918684-33d5-485a-80b7-90a8086803ef', '078fe561-4a1d-4712-b204-11913bdd57b4']","['Kunstmuseum Den Haag', 'Museum Swaensteyn', 'Keramiekcentrum Tiendschuur Tegelen', 'Kunsthal  Rotterdam', 'Het Nieuwe Instituut', 'Marie Tak van Poortvliet Museum', 'De Appel', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'Buitenplaats Kasteel Wijlre', 'Kunstvereniging Diepenheim']","['restaurant', 'art_galleries']"
1313,agykpetbor,"['029464f3-265b-4b69-a71d-cdd346b53c34', 'd9c3694b-8999-46e7-9264-66e2ca190c86', 'f9453fa1-3fe4-4c3e-a980-174ddae906fc', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'dffe8ae8-e39f-49d2-a41b-004775a406a8', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '5ebaa739-b1a4-443b-9cde-6c0b18e81607']","['Tropenmuseum Junior', 'Veiligheidsmuseum PIT', 'Embassy of the Free Mind', 'Wereldmuseum Rotterdam', 'Museum Volkenkunde', 'Streekmuseum Etten Leur', 'Portugese Synagoge Amsterdam', 'Humanity House', 'Joods Historisch Museum', 'Museon']","['ethnology', 'scavenger']"
1314,qrcmwinoxu,"['c2219eac-c939-49f6-ba34-325d739caf9b', '17aed04d-9186-4452-b263-0de3dfe7f6f2', '59402691-8308-4222-bc19-7cc9f20e1d88', '85cac575-f2a0-4260-9aa2-baca96d38f3b', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', '30f51fcc-b373-4b85-9ba0-40d958542540', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4']","['Kasteel Rosendael', 'Slot Zuylen', 'Kasteel Heeswijk', 'Kasteel Het Nijenhuis', 'Kasteel Huis Bergh', 'Kasteel Hoensbroek', 'Kasteel Radboud', 'Kasteel Doornenburg', 'Kasteel Doorwerth', 'Kasteel Cannenburch']","['historical collection', 'visual']"
1315,rlfkoacpwj,"['d0bf039f-cc00-4511-bb91-94ac191a3c67', '30f51fcc-b373-4b85-9ba0-40d958542540', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', 'b0654f59-55d5-4c74-8420-3d3938f861e2', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f', 'cc12b367-a374-4c8a-bd04-8b24e412af3c']","['Kasteel Hoensbroek', 'Kasteel Doornenburg', 'Kasteel Doorwerth', 'Kasteel Amerongen', 'Kasteel Radboud', 'De Hollandsche Manege', 'Kasteel Huis Bergh', 'Botanische Tuin De Kruidhof', 'Museumstoomtram Hoorn-Medemblik', 'Nederlands Openluchtmuseum']","['library', 'castles']"
1316,srhlnomkcv,"['e9ad0209-89ad-4e53-a353-b7328562f8e6', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '43342fe3-e57f-4b74-883f-207d1cf0a24b', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'd9c3694b-8999-46e7-9264-66e2ca190c86', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '095343bc-bce6-4c73-a7b2-01a75c9b2efa']","['Universiteitsmuseum Groningen', 'GeoFort', 'Belasting & Douane Museum', 'PreHistorisch Dorp', 'Museum Speelklok', 'De Bastei', 'Zeeuws Maritiem MuZEEum', 'Veiligheidsmuseum PIT', 'Museumpark Archeon', 'NEMO Science Museum']","['nature', 'children']"
1317,jbifnymrxs,"['f61643e5-0237-4536-90ef-d3e8f721de21', '69295701-69e0-47c2-89c5-1586e4f3f64a', '2c843151-3bfa-4329-8f32-5e969d913214', '2315fd34-5472-443f-a6ee-29751ccc8a51', 'ec263e46-374a-4932-b898-9d543994eecf', '9ad52af8-ef66-4266-b413-0e1a57995f50', 'b4270bbf-143e-4a83-9da0-23888b73de16', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '971a3945-faba-4021-8d5b-5b6fcd124640', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Biesbosch MuseumEiland', 'Nationaal Baggermuseum', 'Marinemuseum', 'Nationaal Sleepvaart Museum', 'Visserijmuseum Zoutkamp', 'Nationaal Reddingmuseum Dorus Rijkers', 'IJmuider Zee- en Havenmuseum', 'Belasting & Douane Museum', 'Zuiderzeemuseum', 'Rijksmuseum Amsterdam']","['naval', 'national speciality']"
1318,zhtvinmluj,"['1335f2de-05b0-4351-8cae-1cb1263b3791', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', 'f05af616-d419-463e-89da-c107b2f20129', '770fa717-5ed6-4ab2-ba57-5b18a817b497', '682197a8-0359-4094-8281-ffa059de480f', '2ed9bac7-8ebe-479a-9bf8-6b837c7f0e90', '7b4c1d7c-477e-4343-bf11-01cdda92312f', '02d25c0f-f4db-4d00-a056-c35ee076964e', '1cd860b3-d35f-479d-9768-349702c3bc73', 'b2c2237c-a0b5-4d94-99b9-c71b8ede2fc5']","['Het Scheepvaartmuseum', 'Heerenveen Museum', 'Museum Het Valkhof', 'Museum Henriette Polak', 'Museum Catharijneconvent', 'Museum van Bommel van Dam', 'Museum van de 20e Eeuw', 'Museum Vlaardingen', 'Kröller-Müller Museum', 'Stedelijk Museum Zutphen']","['trainstation', 'exhibitions artists']"
1319,takmnjqopi,"['eb12d0f0-4e38-4bcf-9848-0295d05335a1', 'f949947c-21cd-4074-bc78-c9039268ab07', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', '3f96c8bc-3397-4d76-a48a-ee33ca65a8bb', 'f9453fa1-3fe4-4c3e-a980-174ddae906fc', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'acfa8d9d-7062-4b90-b8fa-03a9d8535991', 'dffe8ae8-e39f-49d2-a41b-004775a406a8', 'af698204-4437-411f-a1a9-d5a0fe7d16bb', 'abd0504d-1106-44ee-8c62-3cc937d5fd9a']","['Kasteelruïne - Fluweelengrot Valkenburg', 'Museum Menkemaborg', 'Koninklijk Paleis Amsterdam', 'Sint Jan Gouda', 'Embassy of the Free Mind', 'Pieter Vermeulen Museum', 'Storyworld | Forum Groningen', 'Portugese Synagoge Amsterdam', 'Museum Veere', 'Stedelijk Museum Breda']","['national speciality', 'architectonic']"
1320,yqcoiprlxj,"['86ce2124-88f3-4fce-b174-20b61d0bdaaa', '6c17c8de-2dd0-4670-b55d-402b84e26787', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '7b137589-30ad-453e-8313-7feeba7c3d51', '9d3a2998-159f-42de-b069-48efe943607d', '2adac304-3df6-4588-a60b-c763f29595f9', '783538c2-21d3-4a79-9830-01b9ae3812b9', '92a87b6a-4b73-4d77-a81b-4d4501893c4e', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', 'dffe8ae8-e39f-49d2-a41b-004775a406a8']","['Stadskasteel Zaltbommel', 'Historisch Museum De Bevelanden', 'NEMO Science Museum', 'Fotomuseum Den Haag', 'Gorcums Museum', 'Historisch Museum Den Briel', 'Design Museum Den Bosch', 'Elisabeth Weeshuis Museum', ""Museum 't Behouden Huys"", 'Portugese Synagoge Amsterdam']","['restaurant', 'local history war']"
1321,mjviuzbqcx,"['c4cc477e-1442-4ef9-96ea-539e46356b07', '424e8423-e43b-48e8-ad19-821014020860', '4d1d7577-a12c-4f3b-a80a-d01b47d99488', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', 'caf31e3f-0d01-4a84-8fa9-bf13a2a6162b', '64c5b44f-cb1a-4746-83f7-431c4f7050f9', 'ad5b634c-e784-4755-ae75-8748507fa437', 'bffa1b0e-67c1-4bd4-bfbf-b35c436a2663', '179e0120-23f9-434b-804b-172effcfc85d', '890092e9-15a8-431f-ad8b-2e8c0b4a1377']","['Louis Couperus Museum', 'Comenius Museum', 'Museum Bussemakerhuis', 'Museum De Zwarte Tulp', 'Boomkwekerijmuseum', 'Flessenscheepjesmuseum', 'Museum Bronbeek', 'De Oude Kerk', 'De Nieuwe Kerk', 'Museum Abdijkerk']","['library', 'churches']"
1322,yoqsejnrki,"['179e0120-23f9-434b-804b-172effcfc85d', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', '92652b8f-7600-4bee-8640-1c40b21a32cf', '7a6bb20e-440e-428d-a735-e417b43aa8a9', 'c40020e4-d23b-4607-9145-7aa020866c04', '49ad034f-9424-4d89-aab5-8df3c2112ff4', 'eba73114-b030-49d1-9108-e60ea8670b3a', 'd579493e-5364-4327-b712-d231508db640', 'd545be8a-48d2-4af9-862d-d26a821787e0', '1f85673a-ba18-4aaf-821a-baf56c7efea7']","['De Nieuwe Kerk', 'Amsterdam Museum', 'Museum Van Loon', 'Museum Willet-Holthuysen', ""Huygens' Hofwijck"", 'Markiezenhof', 'Museum Het Schip', 'Portrait Gallery of the 17th Century', 'Paleis Het Loo', 'Hermitage Amsterdam']","['parking', 'historical']"
1323,gtqdcvilbw,"['4c123cbb-afaa-4150-94ff-4b94dfc60b4f', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', '85f6a07b-2a79-4b74-9c35-19a9e0ccfb9e', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', 'f05af616-d419-463e-89da-c107b2f20129', '2ed9bac7-8ebe-479a-9bf8-6b837c7f0e90', '95a74653-495e-4420-82e0-a1a6195f974d', 'ce2b5a40-c6a4-4342-b4cb-ebc677e7af8f', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', '38609b0d-35a3-43ce-9896-d7c42996b702']","['Museum Helmond', 'Nederlands Zilvermuseum', 'Dordrechts Museum', 'Stedelijk Museum Alkmaar', 'Museum Het Valkhof', 'Museum van Bommel van Dam', 'Museum De Lakenhal', 'Museum De Wieger', 'Heerenveen Museum', 'Museum Slager']","['library', 'exhibitions artists']"
1324,zexnmsvlpw,"['a42cba4d-03ab-449a-8fb5-a24fb363afa5', '7a2966b5-97fa-4cd3-9408-9e415182ca4e', '2315fd34-5472-443f-a6ee-29751ccc8a51', 'f61643e5-0237-4536-90ef-d3e8f721de21', '971a3945-faba-4021-8d5b-5b6fcd124640', '9ad52af8-ef66-4266-b413-0e1a57995f50', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '1335f2de-05b0-4351-8cae-1cb1263b3791', '77dc3244-2ab9-4340-bb76-d29401097a09', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Belasting & Douane Museum', 'Batavialand', 'Nationaal Sleepvaart Museum', 'Biesbosch MuseumEiland', 'Zuiderzeemuseum', 'Nationaal Reddingmuseum Dorus Rijkers', 'Mariniersmuseum', 'Het Scheepvaartmuseum', 'Museum Kaap Skil', 'Zeeuws Maritiem MuZEEum']","['naval', 'parking']"
1325,kclfwovijy,"['39c0d207-7edc-4e51-82bb-e0d0da3576d4', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '6d4868c9-74a6-41f4-8c23-cabe36c82361', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Stadhuismuseum Zierikzee', 'GeoFort', 'NEMO Science Museum', 'PreHistorisch Dorp', 'Nationaal Onderwijsmuseum', 'Natuurmuseum Fryslân', 'Beeld en Geluid Den Haag', 'Museum Speelklok', 'Veiligheidsmuseum PIT', 'Zeeuws Maritiem MuZEEum']","['children', 'visual']"
1326,qmrhedvwoy,"['c4cc477e-1442-4ef9-96ea-539e46356b07', '424e8423-e43b-48e8-ad19-821014020860', '4d1d7577-a12c-4f3b-a80a-d01b47d99488', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', 'caf31e3f-0d01-4a84-8fa9-bf13a2a6162b', '64c5b44f-cb1a-4746-83f7-431c4f7050f9', 'ad5b634c-e784-4755-ae75-8748507fa437', 'bffa1b0e-67c1-4bd4-bfbf-b35c436a2663', '179e0120-23f9-434b-804b-172effcfc85d', '890092e9-15a8-431f-ad8b-2e8c0b4a1377']","['Louis Couperus Museum', 'Comenius Museum', 'Museum Bussemakerhuis', 'Museum De Zwarte Tulp', 'Boomkwekerijmuseum', 'Flessenscheepjesmuseum', 'Museum Bronbeek', 'De Oude Kerk', 'De Nieuwe Kerk', 'Museum Abdijkerk']","['national speciality', 'churches']"
1327,liomjrkxvn,"['937d7d96-ccc0-4131-b26a-b37969c68770', '10f92ca9-be97-40d2-b2ad-cb99d5154981', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '7e8f969b-8f8b-4950-8028-f80b4a19c0db', '1a918684-33d5-485a-80b7-90a8086803ef', 'c19ee988-451e-4da4-b83d-ae4c1bfbf2f0', 'd7f027c1-49fa-4fa8-a661-43598ed47263', 'd277832b-8ab5-466d-ad2d-58a8f409f7cb', '078fe561-4a1d-4712-b204-11913bdd57b4', 'fb5c119f-f4a1-411c-a943-f609fcb5f5f3']","['Singer Laren', 'Marres, Huis voor Hedendaagse Kunst', 'Mauritshuis', 'Museum Krona', 'Buitenplaats Kasteel Wijlre', 'Fotomuseum aan het Vrijthof', 'Kunsthal  Rotterdam', 'Museum de Fundatie', 'Kunstvereniging Diepenheim', 'Museum Swaensteyn']","['parking', 'castles cluster']"
1328,raxgqjpkov,"['5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '6add9957-7a8c-469f-83da-ff169b0f2050', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5']","['Limburgs Museum', 'Louwman Museum', 'Museon', 'Beeld en Geluid Den Haag', 'GeoFort', 'PreHistorisch Dorp', 'NEMO Science Museum', 'Natuurmuseum Fryslân', 'Zeeuws Maritiem MuZEEum', 'Belasting & Douane Museum']","['tech', 'scavenger']"
1329,ijnkbtpdcv,"['9adecd58-7f1f-4add-a0e2-8dcdc0d8bbc2', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0', 'b5023390-ced1-4210-a14c-23c349b2ee15', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', '9689a6f1-871a-41e9-8f7d-a67d59ac7b98', 'dffe8ae8-e39f-49d2-a41b-004775a406a8', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '60780e37-d503-4b56-b1d5-a46c2358eb41']","['Florence Nightingale Instituut', 'Museum Volkenkunde', 'Humanity House', 'Afrika Museum', 'Wereldmuseum Rotterdam', 'Streekmuseum ""De Meestoof""', 'Portugese Synagoge Amsterdam', 'Joods Historisch Museum', 'Limburgs Museum', 'Streekmuseum Etten Leur']","['ethnology', 'weelchair']"
1330,yxgldarmfb,"['77dc3244-2ab9-4340-bb76-d29401097a09', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '86530fe9-05f8-4d04-8aae-1a59202425e8', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', 'f61643e5-0237-4536-90ef-d3e8f721de21', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', 'ba678427-5609-42b1-91e2-fd5c845d42c6', '7a2966b5-97fa-4cd3-9408-9e415182ca4e', '1335f2de-05b0-4351-8cae-1cb1263b3791']","['Museum Kaap Skil', 'Rijksmuseum Amsterdam', 'Feyenoord Museum', 'Nederlands Openluchtmuseum', 'Biesbosch MuseumEiland', 'Zeeuws Maritiem MuZEEum', 'Mariniersmuseum', 'Historische Tuin Aalsmeer', 'Batavialand', 'Het Scheepvaartmuseum']","['openair', 'naval']"
1331,rcmvbdixlp,"['cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '92652b8f-7600-4bee-8640-1c40b21a32cf', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', 'f7e3d4b2-ae53-41c5-aa79-cfa323796de7', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', 'cda45f48-2deb-4062-bd6f-ad4da92c8114', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '630f0ad9-d790-4a77-a847-e7acb31be6d8']","['Museum van de Geest | Outsider Art', 'NEMO Science Museum', 'Museum Van Loon', 'Het Cuypershuis', 'Paviljoen Nederland en WOI', 'Kamp Westerbork', 'Museummolen en molenwinkel De Walvisch', 'Museum de Kantfabriek', 'Museum Huis Doorn', 'De Hollandsche Manege']","['disabled', 'historic_location']"
1332,socymedvij,"['a001e606-6873-4420-92be-8c458691bf35', '9bcb7330-2cae-44b4-9fca-9f6e1c4501e5', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '2a3a81ef-29ee-44f9-9367-26f890075735', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0']","['Natuurmuseum Brabant', 'Natuurcentrum Ameland', 'Botanische Tuinen Utrecht', 'Natuurmuseum Fryslân', 'Pieter Vermeulen Museum', 'Universiteitsmuseum Groningen', 'De Museumfabriek', 'Micropia', 'Museon', 'Muzeeaquarium Delfzijl']","['gardens', 'trainstation']"
1333,mwdoagybuv,"['424e8423-e43b-48e8-ad19-821014020860', 'bf8b8c20-c838-44b9-a574-303d4b3e66e8', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '9c4bddf8-9bef-46cb-a2ef-5f13ba85884f', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'ab5e9944-251c-48d4-879d-115525f2e298', 'd9c3694b-8999-46e7-9264-66e2ca190c86']","['Comenius Museum', 'Teylers Museum', 'Museum Speelklok', 'Belasting & Douane Museum', 'Zeeuws Maritiem MuZEEum', 'Nederlands Watermuseum', 'GeoFort', 'PreHistorisch Dorp', 'Natuurhistorisch Museum Rotterdam', 'Veiligheidsmuseum PIT']","['scavenger', 'nature']"
1334,ozgajcltdy,"['92652b8f-7600-4bee-8640-1c40b21a32cf', '1a918684-33d5-485a-80b7-90a8086803ef', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', 'cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '1e3aaa11-c04f-43bd-9707-58401ee41056', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', 'b0654f59-55d5-4c74-8420-3d3938f861e2', 'f7e3d4b2-ae53-41c5-aa79-cfa323796de7', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59']","['Museum Van Loon', 'Buitenplaats Kasteel Wijlre', 'Nederlands Openluchtmuseum', 'Museum van de Geest | Outsider Art', 'Hunebedcentrum', 'Museum Huis Doorn', 'Kamp Westerbork', 'Botanische Tuin De Kruidhof', 'Paviljoen Nederland en WOI', 'Honig Breethuis']","['openair', 'historic_location']"
1335,nutdblzpif,"['2c843151-3bfa-4329-8f32-5e969d913214', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '38609b0d-35a3-43ce-9896-d7c42996b702', '5a5ad972-9c28-4116-a0f0-d0eb0072ecca', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c', 'f76d5813-3efb-44c8-beff-5d2a569d7eb3', '69295701-69e0-47c2-89c5-1586e4f3f64a', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Marinemuseum', 'Hermitage Amsterdam', 'Museum Slager', 'Zaans Museum', 'Rijksmuseum Amsterdam', 'Nederlands Zilvermuseum', 'Museum Gouda', 'Nationaal Baggermuseum', 'Belasting & Douane Museum', 'Zeeuws Maritiem MuZEEum']","['scavenger', 'restaurant']"
1336,mlhozisbjw,"['cda45f48-2deb-4062-bd6f-ad4da92c8114', '1d9c7610-ab17-4f68-ae48-9cefefc32b20', 'd9c3694b-8999-46e7-9264-66e2ca190c86', 'b280cbea-0bd7-47c1-a827-91cd7d305cbb', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '55cdb198-f29d-466f-a4d9-a3a5dc9a3ec5', 'd94a7ad1-c6b5-45e5-9b97-4597799ea184', '3caa2392-510f-4c85-a489-b83e8200ff90']","['Museummolen en molenwinkel De Walvisch', 'Continium discovery center', 'Veiligheidsmuseum PIT', 'Nationaal Modelspoor Museum', 'Beeld en Geluid Den Haag', 'Spoorwegmuseum', 'Belasting & Douane Museum', 'Jenevermuseum', 'Nederlands Steendrukmuseum', 'Luchtvaartmuseum Aviodrome']","['tech', 'exhibitions artists']"
1337,xbelnspdoi,"['dc333343-ecdf-4502-a6b7-35b8ba5c1684', '30f51fcc-b373-4b85-9ba0-40d958542540', '59402691-8308-4222-bc19-7cc9f20e1d88', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', '98c5d4e0-b4e6-4c5e-98ff-1b6b68a10a28', 'c2219eac-c939-49f6-ba34-325d739caf9b', '80a37d9f-37d1-466f-96c2-b65044666fbe', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '9f88e8ae-c589-427e-becb-1e071b215cd1']","['Kasteel Doorwerth', 'Kasteel Doornenburg', 'Kasteel Heeswijk', 'Kasteel Huis Bergh', 'Kasteel Radboud', 'Kasteel Hernen', 'Kasteel Rosendael', 'Kasteel Duivenvoorde', 'Kasteel Amerongen', 'Kasteel Keukenhof']","['castles', 'trainstation']"
